id	sentence
5140	i am adding some screenshots too
5141	you can install those android apps yourself
5153	now a promotional codes allows his owner to get paid aplication from the store only by
5155	discount codes are a very important marketing too which is overlooked in the store
5156	currently if an app developer submits an update to an exsiting lob app the update bypasses the business store and the app is automaticallyupdated
5158	this gives enterprises the control of when the updated app is deployed to their users ie so that is does not conflict with other updates etc
5159	support hybrid html cordova applications and windows mobile
5161	rdlc report viewer with report designer in winform apps was the easiest way to get the job done
5164	but after i deploy the sample code at my phonearmit throw this exception
5165	sample code in onedrive here
5167	thats the thread in msdn form
5169	if you try to open an file by file type association linked filetype then you will have no file access to most of the open file with this appscenarios
5170	the only way is to grant file and folder permission is by the folder picker which itself have no defaultfolder parameter
5171	so this is really terrible for an app
5173	currently it is possible to do it using winium but not possible to do using winappdriver
5174	the file explorer in device portal lets you look at dat files the ones where localsettings and roamedsettings are stored but theres no way to edit them
5176	ssml is not fully supported
5180	our users occasionally experience freezes in our current high data volume c net app that i believe is because of garbage collection
5181	having to move to c for this would mean a drop in productivity for our developers
5182	should show temperature data on device portal
5185	user cant be expected to keep the window maximized
5186	this makes sense for phones and tablet mode but for desktop and dedicated use devices its just a limitation
5187	iot supports a single app so it isnt affected but windows mobile is
5192	issues like this make it hard to use uwp in business use cases
5195	if uwp is to take over for win this is basic requirement
5199	were trying to build a solution based on windows mobile that runs a single assigned access app
5201	i can use fiddler on my desktop to view my network traffic
5203	i run the converter on powershell but it can not finish the work though it doesnt report any problems
5204	in other works it keeps running state here is the complete log
5206	attempting to choose the most recent one compatible with your version
5207	we have several instruments that implement an api via soap on linux that presents as a wcf service
5208	unfortunately we cant create uwp apps because there is no support for the custom wcf binding which is needed to talk to these instruments
5209	id love to do it
5211	centennial cmd line arguments
5212	appx shortcuts do not support command line arguments
5215	not sure if this is the right place but it seems that the makeappx commando doesnt like relsxml files as added by the vs setup
5216	i ran it multiple times yout to find the reason but it crashed with this errors every time when it got to a rels file
5233	just like an user have right for review so should developers be able to respond to each and every reviews submitted to the store
5234	if an user plans to opt out from a response from developer do not email the user a response but still allow a response to made publicly visible
5235	needless to say why because the current implementation is being exploited to submit false reviews and not allowing the developers to respond
5236	since application insights for mobile is discontinued soon the dev center analytics will be broken
5237	actually exceptions thrown by uwp apis are just painfully awful
5239	too many empty stacktraces too many an error as occurred too many approximative and vague exceptions
5240	i understand that the unnecessary javascript made winrt insanely complex to design but please
5241	exceptions are there for a reason not to just be an error has occurred message
5247	there is a cordova plugin with admob for windows phone but there is still no plugin adcontrol and specific mediation to cordova
5248	admob does not release windows phone support and has no roadmap to do it
5249	smaato has already supported w but there are not plugin developed yet
5251	this will help us bring our apps to windows phone and windows universal platform
5252	systemdiagnosticsprocessstartpath with path pointing to a folder or a html file or a txt file etc results in
5256	the only solution found was to use startinfo with explorerexe for filename and path for arguments
5259	soemthing gone wrong in one of the latest builds currently i am workong on and after picking a file or folder the app crashes
5260	sometimes it returns for a second but remains inresponsive
5261	evertying seemed to work just right few builds before now many users report me problems
5265	while debugging if you click suspend the app and vs will hang and after a while your phone will likely restart
5274	today there is a handler for newwindowrequested to create new window but there seems to be no way to handle windowclose call from javascript for example
5277	uwp singlepage app with webview as only control
5279	when app is activated webview control gets focus and receives corresponding event but the content of the webview eg html does not get a focus and documenthasfocus remains false
5280	if user clicks on the html documenthasfocus becomes true and webview receives lostfocus event
5281	expected behaviour webview focus is in sync with documenthasfocus
5283	it seems to me that the baseimage runs some sort of firstrunsetup everytime a centennial installation is executed
5285	wouldnt it be better to call this firstrunsetup once and apply it to the base setup
5289	give us a print function for the uwp webview control
5291	problems mediaplayer class play audio will delay s
5293	audio file length less than or s will not playing
5295	so i did some research i decompile one of those app and found it used mediaplayer class for playing audio filethen i wrote a demo and the same problem did occur
5296	but i dont have enough evidence to prove that
5297	it will be great appreciated that anyone see this will help me vote it up so microsoft can aware and fix itit is really important for those who learning english and looking up vocabularies frequently in daily life
5298	thank you very much
5308	i currently use the codedui testing framework as it allows me to logon to ie as a different userpassword
5309	the sites that we test use windows authentication and aspnet impersonation as they run on an intranet
5310	we do not use basic authentication so cannot pass credentials on the url
5313	this means that we are forces to use the codedui framework
5322	windows app store categories has tremendous potential to interact and request
5338	scenario we have a red thats an integral part of our identity
5339	our users are asking for transparent tiles including primary tile
5341	this leaves us in a bad place where we have to either sacrifice our branding or dont provide the required functionality
5342	proposed solution have an independent color setting for storespecific branding
5343	currently didnt support unicode
5344	i made a simple test code using korean language
5345	and exception is raised
5351	if we look at appxthe new installation mechanism as a much saner version of app installation then the more applications it allows the better
5353	my example an interactive screen sharing app
5355	as far as i know this wouldnt be possible with centennial as it exists today but these kinds of apps are still valuable
5359	centennial takes big steps towards that but id like to go even further
5363	not just months
5368	i have a style targeting a fonticon control with a setter for the fontfamily
5376	the open source platform ionic has such a market place and i think its great
5382	there exist a couple of uwp libraries but their purpose is not to show beautifully designed apps implementing the material design principles of the framework
5388	as of now uielementclip accepts only rectanglegeometry in uwp applications
5392	when uwp app has a splash screen with transparent background color declared in the app manifest desktop renders the accent color while phone renders the background color
5395	i belongs to india and want to register my self in microsoft developer
5396	i need to pay life time registration fee for this
5397	when try to pay my fee there is only one option to make payment which is credit card
5398	no more options are there
5399	i do not have credit card therefore unable to make payment
5401	i have all these things but does not have only credit card and cause of only this minor reason i am unable to make payment
5414	when games get released on steam valve promotes the game for free by displaying it to mln users
5416	earlier there was option to cumulative download of all the app and now there is now way i can see total number of app downloads till date
5418	a report specially to know how many users have updated to a specific version of the app
5421	on some of my computers i only need the tools for phone deployment such as winappdeploycmd
5423	i dont code on all these machines i only need the tools
5424	i copied the tools out separately and they are only mb
5425	they work fine without the headers and libraries installed
5436	this feature is really usefull in messaging apps
5440	is it the right place to report bugs to microsoft
5441	why do we need to call bug reports new ideas
5444	administrator i am listing this one as a bug because i consider it a existing security issue that can be exploited at present but please feel free to categorize it however you see fit as always
5448	therefore malicious parties could use any urllocation they would like under their control for the webauthenticationbrokerauthenticate calls to phish the credentials of users of this process as users do not seeunderstand the url in which the process is loading the content for the authentication workflow and therefore cannot validate its authenticity
5450	for context here are the steps as i understand them that can be used to exploit this process
5460	that is where your creativity comes in
5465	if it works pass the user on to the real sign in page or better yet simply set cookies on the users session that makes it seem all is ok
5467	rule planet earth with your newfound powers ok i made this one up
5468	for reference this is based on a thread started in the msdn forums which you can see here for additional information
5470	thank you for any consideration
5476	adding developer revenue or iap price info to response will allow developers to receive accurate data about their income in requested period
5487	so i can get the sid or the groups of the user
5488	most companies want to control the access of the user by the active directory
5489	the enterprise application uses this information whether a user got access or not
5491	please help us out
5493	we are an isv who live in out of the united states
5494	when we want to set app price dev center offers by us dolloar for base price
5495	previous version of dev center was able to set by local currency
5496	this is degraded
5497	usd is not familiar for us
5498	we use different local currency basically
5499	there is no conversion list between usd and local currency
5500	microsoft sometimes changes conversion rate due to foreign exchange conversion rate
5501	because of this it is hard to find expected price by our local currency
5504	conversion rate seems not constant because of this it is hard to find our expected price
5525	i have certificate in user storage and app storage with same issuer and subject but with different eku fields
5526	certificate in user storage is filtered out and thats the one i am interested in
5527	i need to check if its installed already or not and function checking it returned false because of this and i ended up installing new one every time
5528	and none of those duplicates are listed
5532	today the ui designer could not work because it cannot parse the node
5545	currently the ratesreviews user submitted in win insider preview will be disabled later
5546	and if devs respond to that reviews it will also be deleted
5547	this is ridiculous behavior for both users and devs
5548	if ms will disable ratesreviews sent from win ip disallow users to ratereview
5549	improvements to windows store apps and games visibility
5551	currently it is not possible to export the app download statistics automatically via an api in the windows dev center
5555	currently microsoft doesnt have any specific support for beacons
5556	beacons are the next generation rulers in the market
5557	as a windows developer i dont see a good future for windows here
5558	when ever i contact any manufacturer of beacons they basically hesitate to support windows because the limitation in the windows featurest
5559	we dont have any separate library for beacons
5560	beacon also considered as normal bluetooth device
5561	currently i can only read that too has many limitations i cant communicate
5562	this is a big drawback
5563	we expected this will be solved in windows but not yet
5564	till now many clients for my company left out windows and they moved to ios and android
5565	if this is going to continue then windows will face huge drawback
5566	i have raised many questions related to this in community forum
5567	there was no input from there
5568	im not sure you guys will have a look on this quickly or not
5569	even if you have a look i am not sure about your priority
5570	windows wings are currently cut down in this area
5583	in wpf you can use textures and patterns for your app background with the tilebrush class
5584	since imagebrush inherits from tilebrush there is a missed property tile
5587	in windows forms it is easy to have users print without a dialog and to code the printer output to use a specific paper bin
5588	this functionality is missing in uwp
5589	one of our applications has users print checks from a shared check printer with the check stock in tray
5590	users as sites do this and it has worked fine in vb for the last years
5591	now that we want to upgrade the applications to a modern environment we find that uwp does not do it and wpf makes it hard leaving only winforms
5592	right now you can not register them forever
5594	for example the pro extension stands usually for a better version of the same app from the same developer
5595	but if someone else uses this it is misleading
5613	i am working in multinational company
5616	it is always the accent color and cannot be changed
5619	currently the windows blog commenting system suffers from a myriad of problems
5625	conversely with disqus you get the following benefits
5631	a blog post has been created to discuss these issues at length and you can read that here
5634	thank you for any consideration and dialogue around this idea
5644	this is ridiculous
5645	also and perhaps more importantly developers need this
5646	do you know how many hoops i have to jump though to make an app that simply takes photos and puts them on a network location too many
5649	it is crazy that such basic functionality is not currently supported almost every device on the planet supports this other than windows phone
5650	what makes this even more important is the fact that it is already supported in uwp apps when they are running on desktop laptops and tablets
5651	but the same file picker on phone is just missing this universal functionality
5661	i am having difficulty testing an in app purchase that is successful with microsofts servers yet somehow my app never receives that success message
5663	we have made a private test app and we use real money to test iap
5664	this makes it hard to test when there is a cost to every test we perform
5665	i would prefer to be able to test iap hundreds of times without having to attempt to get a refund for thousands of dollars
5666	this is currently not possible to test using currentappsimulator
5667	apple and google also provide such a sandbox environment where iap does not cost real money
5677	i have a parent application that stores files within app space
5678	now when i wish to open a file the launcher asks me to choose a target application
5681	myapp has a file abcpdf
5682	on opening the file abcpdf from myapp the launcher provides a list of applications that can open this file
5683	assuming i choose pdf reader i want myapp to know when pdf reader has closed or stopped accessing my file ie abcpdf
5687	code analysis will often warn if you expose a properlty as a uri using a string type can be ignored but ca is giving a fair warning here i feel
5689	i would like to see systemuri supported natively by the runtime when making a binding like this
5690	also as a side note the conversion from string breaks throws an exception if a bound string is null or empty however a string that is nonempty and not a valid uri doesnt throw
5698	however if you have a pin on your system it treats that as a biometric device as well
5699	this is not what the documentation indicates
5700	userconsentverifier should not treat a pin as a biometric device
5702	right now when displaying online web page in windows webview the hsts security feature is not working
5703	also the webview allows scripts from any source to load even though the page is loaded via https
5706	see these pages for testing hsts and mixed content
5713	i need support for ios the actual app has a lot of problems
5716	more like angularjs style
5718	the old one is to verbose
5721	unfortunately the glyph activity is never displayed on the tile
5722	but when i am using any other glyph such as alarm alert attention it is properly displayed
5727	thanks and best regards
5729	we are migrating an application from windows to windows
5730	the first problem that we encountred is that in winrt enables to add an service reference of wcf and in uwp is not yet implemented
5731	currently its a mixture of some taxes are collected by ms some have to get paid by the developer
5732	as a smaller business this is a huge effort and only theoretically possible
5734	as far as i am informed the competition apple app store google play does this aswell
5735	also ms used to collect more taxes than nowadays
5736	look at this old feature request quoting an older developer agreement
5740	it states any current member country of the european union which includes eg
5742	nowadays jan th the dev agreements lists austria as a country which the developer has to collect the taxes
5744	austria price being selected is the final sale price and includes any applicable taxes
5757	i need it to keep the app title bar background is the same with accent color
5758	on windows mobile for mobile connections calling getsignalbars on a mobile connection always returns even if the bars displayed by the system are any other value
5759	its working on wifi connection and on both type of connections on windows
5760	is this a bug or something changed in wm
5761	maxpath is giving me a severe headache lately
5762	ive been trying to compile some stuff and the compiler is necessarily creating processes with enormous arguments
5763	everything would be fine but maxpath is too short to let it succeed
5764	this is the only reason ive got to switch to linux as i am not in a position to change maxpath or rewrite the way the compiler calls processes
5765	please microsoft help
5770	the generated bindings code is very large and not easy to follow
5771	further it doesnt even exist until compilation and even then isnt visible to the user in vs
5773	need timeout on read from streamsocket just like with old net sockets and serialport
5774	now you have destroy the complete connection if a device on a bluetooth serial connection does not respond
5775	while this makes no sense at all
5776	there nothing wrong with the connection it is just a serial device not responding
5777	javascript provides a history api with which you can manipulation certain aspects of the browsing history
5778	for example historyreplacestate replaces the url of the current website in the browsing history
5779	however it is not possible to detect these changes in webview without injecting javascript to replace the funtion calls
5780	this solution is quite hacky and a lot of work
5781	about of my apps can not be found in the store
5782	i have about apps and around are visible
5783	even if i click on the developer name it still does not show all my apps
5784	if i do a deep link then yes it find the apps and you can download them but it wont find them with keywords or app name
5785	this is the same issue for all windows stores
5787	every version of windows does not show my apps
5788	i actually had one of my apps appear and then disappear a day later
5789	this is unacceptable and is a strong deterrent to creating apps for windows
5795	phone phone windows and windows
5800	inbrowser deployment was an excellent feature of silverlight
5801	while most organizations will allow instore apps its still going to be very inconvenient to deploy apps through the app store for many reasons
5802	firstly deployment in the app store requires rigorous testing etc from microsoft when the app users wont even be the general public
5805	secondly we have many versions of the same application deployed to different customers
5817	read email access locally is very important to create professional and amazing apps for uwp apps please allow us to achieve this
5821	we need set it in codes
5825	http request includes get or post requesturl and body
5826	while android and ios can do it
5830	after changing to fullscreen and back the position of the window is wrong and not to influence right
5833	i just found that reading the property of systemcomment from a file doesnt work on windows
5834	i used storagefilepropertiesgetdocumentpropertiesasync to read the properties of a file that has comment but documentpropertiescomment is a empty string
5835	same problem happens to windows explorer set a new comment then apply to the file but when you read again theres nothing
5838	currently windows os decides the best internet connection and uses it automatically if i have more than one connection like wifi and network cable
5842	uwp still lags all features of regular ado to connect to any db
5843	using ef will only provide direct access to sqllite and not regular dbs
5844	ms shall change ef to allow db connectivity via batch data return like return records at a time instead of select returning entire dbtable data in one shot
5846	it appears there is a enter file name even when selecting an existing file using filesavepicker on uwp mobile
5847	it seems to work as expected on desktop
5848	you can see my original question on msdn forum below
5852	winjs was designed prior to es
5853	some of the capabilities are now provided by es such as classses would not have to be provided by winjs
5855	edge browser vs and vs code already provides support for es
5859	unfortunately it is also buginfested and lacks fundamental features expected from a graphical debugging tool in
5867	the solution is opensourcing windbg and related tools dbghlp windbg extensions etc which will allow the community to fix and improve what the rather small team at microsoft doesnt manage to
5880	at the moment it is impractical for me as a developer to keep asking my boss for his microsoft account just to create app packages
5882	i have posted my st application on windows store with keywords
5890	for eg in publisher name or in application name whole word partial word and so on
5905	the app knows that it is a totaly newclear situation
5909	scenario user save a file app is closed directory is deletedrenamed next time dlg save file
5922	currently its difficult to do some of these things
5923	nesting uicontainers inside of a richtextblock to add border elements needed for this ruins the alignment of text
5926	inexplicably the uwp does not include the wpf wrappanel that was introduced nearly years ago
5928	there are other panels in the uwp that do something similar like the wrapgrid but this doesnt work well if the items are variable size
5930	one simple example where the wrappanel is essential is when displaying a tag cloud
5940	there appears to be no way to deploy an app to a windows emulator outside of manually doing so in visual studio
5943	without that we have no means to wrap our own tooling to launch and install built apps to the emulator
5945	oddly with windows tooling installed and windows sdk we can actually see the list of windows emulators listed in the appdeploycmd output and need to do some postfiltering to separate the and emulators
5946	so currently we can use the tooling to get the list of emulators but if we try to deploy to them theyll start up but app deployment will fail
5958	today i opened the windows dev account payout report i found up my advertising and my purchased app already separate into two
5959	why this happen
5961	i developed the app bizview a google analytics client with the same features of official google analytics app in the android store
5972	this question is not because bizview is my own app the question is for all developers that works hard
5984	after some diagnosis i found that the issue is caused by the api not handling pdf files encrypted with aes encryption that the later acrobat versions use
5987	when dragdropping filesfolders onto universal apps the readonly attribute is set making it impossible to edit those filesfolders
5990	after all dragdrop is a conscious user interaction like a picker and does not happen without their knowledge
5991	apis do not support the configuration of the window background colour
5992	this means that if like groove music an app uses a nonwhite background a noticable section of white appears when a window is dragged to a new size
5995	the link above is a sway that explains my suggestion better than i can do so here
5996	i sincerely hope it makes a difference
6009	unfortunately neither the smartcard class nor the smartcardprovisioning class nor any other related class provides a means of retrieving the friendly name later
6021	allow thirdparty apps to manipulate dom elements
6037	it looks as if the return value of
6038	windowssystempowerenergysaverstatus
6041	regardless of a threshold set in the energy saver settings
6042	looks like a bug
6043	im using a lumia device with windows mobile build
6044	could someone please have a look into this
6047	it is frustrated for a devoloper then an app isnt show in any category and the app can only find per direct search by name
6054	i have released several versions of the app yet i cannot find the number of new users or the number of existing users who have upgraded to the new app version in the dev center
6055	i hope i can set my app price is but i cant now
6056	currently there is no way to schedule recurring notifications using scheduledtoastnotification
6058	but this is simply not an elegant solution
6067	all win mac linux have apis to do so but uwp doesnt
6069	when you have a text editor with unsaved changes the standard behavior is to ask the user what to do before closing
6070	this is not possible on uwp
6074	today i have run into a problem with combobox control
6075	the issue can be easily reproduced
6076	i have two rows and two columns
6077	left column takes as much space as possible and i place the combobox into the right column
6078	i populate the combobox with a few items and run the app
6079	i maximize the window open the combobox popup selection menu minimize and i see the popup moved to the middle of the window
6082	showat show the flyout with the size width defined in the style
6083	however showatasync show the flyout with the with of the element passed in parameter and ignore the style
6084	i think its a bug
6087	i would prefer it return a boolean or an enum with the fail reason
6088	probably when the location is outside the camera frustum
6094	currently we have to test if the returned points is inside the rect with a size of mapactualwidth and mapactualheight
6095	if the point is outside we have to divide the result by rawpixelsperviewpixel
6097	a point with a location near the top right corner of the map and inside the map will have an offset of
6098	if the location is slightly on the right the returned point will be instead of you have to divide it by a factor of on my lumia
6108	this can be seen in settings page
6110	some apps dont work in background well
6111	downloads may breaks when apps switched
6121	currently when the publisher name is chosen during signup a publisher id is derived from that
6122	this publisher id is then used to name the app packages and the apps localstorage folder
6123	if you are careless during signup you are stuck and cant change the publisher id and therefore that naming of your packages
6128	super fastest calling with home button shortcut
6130	just press key on locked screen for seconds for phone call profile change etcrun application
6133	why can i not assign torunapplication for some button on locked screen
6134	why can i not assign torunapplication for some screenregion on locked screen
6146	home automation is a huge market for windows devices
6147	a big piece of this is being able to monitorcontrol ip cameras such as the foscam hd cameras
6149	right now we can only inspect the server certificate after a request was done by using requestmessagetransportinformation
6152	but unfortunately this is application wide and so all certificates of all services of websites that might be called in the app must be included
6153	seems like there is a problem with a popup which seems to overlap the application bar
6154	the strange is that when we open the appbar it seems to be partially covered
6155	ive observed it on bot desktop and mobile uwp app
6156	more description and sample code you can find here
6157	my app has no choice submit audit report feedback audit failure
6159	example an app that allows users to select a time ie tomorrow am to do something
6160	user can also choose to run everyday every week etc
6166	this feature is available on android i heard even on iphone
6181	since the above code does not set a well known header the above code results in an exception misused header name
6192	my company and thousands of others use sketch to develop app interfaces that we then give to our developers
6195	there is currently no way how to display in webview https web page with invalid certificate even with user specific optin
6198	currently there is no such provision and all of employees who are coding and publishing apps easily know the revenue earned
6199	more i earn more chances they will leave and start publishing their own apps
6201	both apple and google allows us to create user accounts with release manager role who has no access to salesrevenue reports
6202	in windows mobile any thirdparty app can act as a callerid app to intercept the call and set the phonecallorigin
6203	but other apps cannot access phonecallorigin from phonecallhistoryentry
6204	when developing coded ui test for a localized uwp apps test becomes dependent on texts that are localized
6205	on most controls this can easily be handled by an automationid but on the corewindow and messagebox incl buttons you cannot set any automationids so the coded ui test has the use the title to find the elements
6208	ive two apps with same name one is in phone and the other one is in desktop
6209	now i created a universal app
6210	tab version have a small number of users i need to upload new universal package to the phone version app
6211	but the problem is the app name automatically reserved to the tab version and the package name also
6212	im not able to associate the application with the phone build in the storebecause the app name is not reserved to this there is no package name or package id for this in the store
6213	how can i resolve this issue without changing the name of the phone build
6228	see below the template of my button and the two different renderings
6233	other strange differences did show up as well especially in grids but the example above is the craziest one
6234	please tell me if you want some details about other mismatches
6235	ive developed application which targets windows phone
6236	when xap is deployed on win mobile device it has some strange bug
6237	after reinstalling the app uninstall deploy applications data stays the same it isnt removed after unstalling the app
6238	but when i retarget the app to windows pone problem disappears
6252	however when the barcode is generated it will generate this code as image
6258	i can then enter the encoded image into the above mentioned decoder and it will decode correctly
6272	i can then enter the encoded image into the above mentioned decoder and it will decode more
6274	remote desktop services objects for windows store apps are no longer available for use as of windows and windows server technical preview
6280	negative reviews are bad especially when users rated an old version of the app which will then turn down new users
6289	back in windows phone silverlighttimes i was able to get the content of the cameraroll much faster via the medialibrary second for the same amount of files
6290	how can it be that this became so extremely slow with the uap
6291	in silverlight it was once possible to register an app as an option for the edit picker in the photo hub
6292	this is not possbile for uap apps
6294	this option is already present in the desktop variant of the app but missing in the mobile app
6299	the equivalent winrt api messagedialog provides no apparent means to copy the message to clipboard no response to right click no response to ctrlc
6305	thanks for your attention
6309	ive got a win app in the store
6310	i want to beta test a win version of it
6311	so i set the app to hide stop selling
6312	i then submit the win version and get some promo codes
6313	watching my app analytics i see far more devices now have my win app than i intended because updates still get pushed regardless of the listing settings
6326	if you are professional developer redesign your company loves this word the formal business invoice
6334	when microsoft sends a money between the company for your business partner for example outsourced call center do you use credit card for such payment
6340	it could be something like
6341	for input nodes
6351	it would be very very appreciated
6357	i have made an app when i search for it apps pops up and my app isnt any of them
6358	i just chatted to support they told me that it was because the name was too generic
